,PseudoTime
RamDA_mESC_00h_A04,37.42814661
RamDA_mESC_00h_A05,36.71589756
RamDA_mESC_00h_A06,40.14933661
RamDA_mESC_00h_A07,33.72696064
RamDA_mESC_00h_A08,35.07527785
RamDA_mESC_00h_A09,40.36370193
RamDA_mESC_00h_A12,39.75006965
RamDA_mESC_00h_B01,33.47532157
RamDA_mESC_00h_B02,39.96871436
RamDA_mESC_00h_B03,37.5054931
RamDA_mESC_00h_B04,38.04590387
RamDA_mESC_00h_B05,35.89153409
RamDA_mESC_00h_B06,38.57080344
RamDA_mESC_00h_B07,34.80509906
RamDA_mESC_00h_B08,39.8153341
RamDA_mESC_00h_B09,42.61688225
RamDA_mESC_00h_B10,40.97408915
RamDA_mESC_00h_B11,44.20550857
RamDA_mESC_00h_B12,42.15129449
RamDA_mESC_00h_C01,31.38275733
RamDA_mESC_00h_C02,38.35717128
RamDA_mESC_00h_C03,46.49137799
RamDA_mESC_00h_C04,35.38887712
RamDA_mESC_00h_C05,39.20885279
RamDA_mESC_00h_C06,42.9878878
RamDA_mESC_00h_C07,39.35869529
RamDA_mESC_00h_C08,38.01066883
RamDA_mESC_00h_C09,45.54518608
RamDA_mESC_00h_C10,43.84423639
RamDA_mESC_00h_C11,43.37844484
RamDA_mESC_00h_D01,42.4367428
RamDA_mESC_00h_D02,41.34120116
RamDA_mESC_00h_D03,41.03197381
RamDA_mESC_00h_D04,32.29850122
RamDA_mESC_00h_D05,42.29452545
RamDA_mESC_00h_D06,45.21667197
RamDA_mESC_00h_D07,40.04194855
RamDA_mESC_00h_D08,42.50175282
RamDA_mESC_00h_D09,49.49519463
RamDA_mESC_00h_D10,36.26300917
RamDA_mESC_00h_D11,44.46125598
RamDA_mESC_00h_D12,34.34493298
RamDA_mESC_00h_E01,41.7474852
RamDA_mESC_00h_E02,43.55718113
RamDA_mESC_00h_E03,40.66845427
RamDA_mESC_00h_E04,41.45421571
RamDA_mESC_00h_E05,41.54763145
RamDA_mESC_00h_E06,42.27512273
RamDA_mESC_00h_E07,51.28584505
RamDA_mESC_00h_E08,41.58841888
RamDA_mESC_00h_E09,39.59537992
RamDA_mESC_00h_E10,49.38277582
RamDA_mESC_00h_E11,39.94365696
RamDA_mESC_00h_E12,45.64596274
RamDA_mESC_00h_F01,36.7208938
RamDA_mESC_00h_F02,40.61990307
RamDA_mESC_00h_F03,44.1015173
RamDA_mESC_00h_F04,46.80260439
RamDA_mESC_00h_F05,37.12727354
RamDA_mESC_00h_F06,32.87074588
RamDA_mESC_00h_F07,33.15034634
RamDA_mESC_00h_F08,41.88609207
RamDA_mESC_00h_F09,37.65366465
RamDA_mESC_00h_F10,40.25738053
RamDA_mESC_00h_F11,34.73667413
RamDA_mESC_00h_F12,39.58846961
RamDA_mESC_00h_G01,41.73891706
RamDA_mESC_00h_G02,42.65323401
RamDA_mESC_00h_G03,34.72596875
RamDA_mESC_00h_G04,33.06638192
RamDA_mESC_00h_G05,41.565788
RamDA_mESC_00h_G06,40.97134792
RamDA_mESC_00h_G07,39.79260476
RamDA_mESC_00h_G08,41.81013773
RamDA_mESC_00h_G09,43.80509902
RamDA_mESC_00h_G10,36.68685523
RamDA_mESC_00h_G11,41.59034755
RamDA_mESC_00h_G12,38.92218039
RamDA_mESC_00h_H01,36.8576709
RamDA_mESC_00h_H02,36.12839675
RamDA_mESC_00h_H03,37.30038211
RamDA_mESC_00h_H04,41.00957489
RamDA_mESC_00h_H05,37.5909301
RamDA_mESC_00h_H06,41.94682028
RamDA_mESC_00h_H07,47.2655201
RamDA_mESC_00h_H08,42.18963433
RamDA_mESC_00h_H09,39.85041841
RamDA_mESC_00h_H10,40.47295723
RamDA_mESC_00h_H11,44.69768693
RamDA_mESC_00h_H12,44.28385979
RamDA_mESC_12h_A04,62.02732009
RamDA_mESC_12h_A05,70.55601689
RamDA_mESC_12h_A06,69.24003822
RamDA_mESC_12h_A08,75.99750179
RamDA_mESC_12h_A09,65.61553988
RamDA_mESC_12h_A12,61.04248688
RamDA_mESC_12h_B02,71.86542641
RamDA_mESC_12h_B05,70.38225265
RamDA_mESC_12h_B06,65.46413438
RamDA_mESC_12h_B07,81.59582037
RamDA_mESC_12h_B08,74.69720312
RamDA_mESC_12h_B09,75.50751921
RamDA_mESC_12h_B10,79.60152911
RamDA_mESC_12h_B11,70.09274783
RamDA_mESC_12h_B12,73.26508825
RamDA_mESC_12h_C02,68.60279214
RamDA_mESC_12h_C03,60.17954154
RamDA_mESC_12h_C04,69.86771441
RamDA_mESC_12h_C05,67.26009646
RamDA_mESC_12h_C07,62.28708329
RamDA_mESC_12h_C09,73.04238887
RamDA_mESC_12h_C10,75.2449021
RamDA_mESC_12h_C11,70.7434497
RamDA_mESC_12h_C12,66.58869177
RamDA_mESC_12h_D02,70.37457285
RamDA_mESC_12h_D04,69.42328443
RamDA_mESC_12h_D05,69.50992913
RamDA_mESC_12h_D07,68.80216447
RamDA_mESC_12h_D08,68.65811603
RamDA_mESC_12h_D09,67.37980219
RamDA_mESC_12h_D10,71.30753584
RamDA_mESC_12h_D11,69.67821037
RamDA_mESC_12h_D12,79.32953687
RamDA_mESC_12h_E01,59.64900532
RamDA_mESC_12h_E02,67.23027023
RamDA_mESC_12h_E05,76.85560432
RamDA_mESC_12h_E07,73.22234339
RamDA_mESC_12h_E08,67.9360734
RamDA_mESC_12h_E09,71.32029538
RamDA_mESC_12h_E10,72.96923379
RamDA_mESC_12h_E11,78.30641226
RamDA_mESC_12h_E12,66.36659475
RamDA_mESC_12h_F01,75.81261914
RamDA_mESC_12h_F02,71.33774665
RamDA_mESC_12h_F03,69.38342838
RamDA_mESC_12h_F06,67.25502956
RamDA_mESC_12h_F07,69.40241902
RamDA_mESC_12h_F10,67.81028162
RamDA_mESC_12h_F11,72.93600771
RamDA_mESC_12h_F12,74.75398481
RamDA_mESC_12h_G01,73.11843646
RamDA_mESC_12h_G03,63.20048625
RamDA_mESC_12h_G05,67.41963619
RamDA_mESC_12h_G06,69.75663087
RamDA_mESC_12h_G07,79.26260838
RamDA_mESC_12h_G08,73.29819411
RamDA_mESC_12h_G09,78.5446049
RamDA_mESC_12h_G12,73.89990076
RamDA_mESC_12h_H01,71.95364275
RamDA_mESC_12h_H02,66.48047738
RamDA_mESC_12h_H05,69.53183512
RamDA_mESC_12h_H06,67.23027023
RamDA_mESC_12h_H07,67.23065981
RamDA_mESC_12h_H08,72.61943051
RamDA_mESC_12h_H09,65.09151514
RamDA_mESC_12h_H10,62.37201713
RamDA_mESC_12h_H11,72.22037205
RamDA_mESC_12h_H12,65.27427605
RamDA_mESC_24h_A04,95.68664643
RamDA_mESC_24h_A05,80.90917952
RamDA_mESC_24h_A06,90.62782904
RamDA_mESC_24h_A08,99.65207536
RamDA_mESC_24h_A09,89.30524278
RamDA_mESC_24h_A10,94.22716674
RamDA_mESC_24h_A11,90.12465718
RamDA_mESC_24h_A12,106.4302842
RamDA_mESC_24h_B01,101.4613339
RamDA_mESC_24h_B02,89.09027045
RamDA_mESC_24h_B03,96.56119415
RamDA_mESC_24h_B04,89.21269055
RamDA_mESC_24h_B05,87.48880329
RamDA_mESC_24h_B06,99.36693394
RamDA_mESC_24h_B07,104.253154
RamDA_mESC_24h_B08,99.1415325
RamDA_mESC_24h_B09,97.74391892
RamDA_mESC_24h_B10,95.25648614
RamDA_mESC_24h_B11,95.65926047
RamDA_mESC_24h_B12,90.71490289
RamDA_mESC_24h_C01,99.88209765
RamDA_mESC_24h_C02,94.92862162
RamDA_mESC_24h_C03,106.0198926
RamDA_mESC_24h_C04,97.0184497
RamDA_mESC_24h_C05,75.91200988
RamDA_mESC_24h_C06,96.67515572
RamDA_mESC_24h_C07,98.71137903
RamDA_mESC_24h_C08,94.11654067
RamDA_mESC_24h_C09,95.53382868
RamDA_mESC_24h_C10,99.46067052
RamDA_mESC_24h_C11,100.9571689
RamDA_mESC_24h_C12,99.48872909
RamDA_mESC_24h_D01,97.23427511
RamDA_mESC_24h_D02,90.16622695
RamDA_mESC_24h_D03,98.96309963
RamDA_mESC_24h_D04,95.55412488
RamDA_mESC_24h_D05,88.60656476
RamDA_mESC_24h_D06,88.7485061
RamDA_mESC_24h_D07,81.91182874
RamDA_mESC_24h_D08,101.4760276
RamDA_mESC_24h_D09,98.97997575
RamDA_mESC_24h_D10,99.08196132
RamDA_mESC_24h_D11,92.16635318
RamDA_mESC_24h_D12,87.49426188
RamDA_mESC_24h_E01,92.57061854
RamDA_mESC_24h_E02,102.4457113
RamDA_mESC_24h_E03,103.4619361
RamDA_mESC_24h_E04,90.89244287
RamDA_mESC_24h_E05,96.27522417
RamDA_mESC_24h_E06,96.35240257
RamDA_mESC_24h_E07,92.45922215
RamDA_mESC_24h_E08,90.23720176
RamDA_mESC_24h_E09,88.32925224
RamDA_mESC_24h_E10,99.50557918
RamDA_mESC_24h_E11,99.01834253
RamDA_mESC_24h_E12,96.32738445
RamDA_mESC_24h_F01,94.49175747
RamDA_mESC_24h_F02,82.44147097
RamDA_mESC_24h_F03,101.9353719
RamDA_mESC_24h_F05,96.50863308
RamDA_mESC_24h_F06,93.09150849
RamDA_mESC_24h_F07,82.26650102
RamDA_mESC_24h_F08,93.90684577
RamDA_mESC_24h_F09,98.48303612
RamDA_mESC_24h_F10,94.85057375
RamDA_mESC_24h_F11,91.96983177
RamDA_mESC_24h_F12,107.5806448
RamDA_mESC_24h_G01,93.86321247
RamDA_mESC_24h_G02,96.96010615
RamDA_mESC_24h_G03,95.76339098
RamDA_mESC_24h_G04,96.74873133
RamDA_mESC_24h_G05,87.4298654
RamDA_mESC_24h_G06,86.54930938
RamDA_mESC_24h_G07,88.80258355
RamDA_mESC_24h_G08,83.99041075
RamDA_mESC_24h_G09,103.4653387
RamDA_mESC_24h_G11,100.6582713
RamDA_mESC_24h_G12,95.70306621
RamDA_mESC_24h_H01,95.55554342
RamDA_mESC_24h_H02,89.34646472
RamDA_mESC_24h_H03,95.76846954
RamDA_mESC_24h_H04,89.02484884
RamDA_mESC_24h_H05,100.6640607
RamDA_mESC_24h_H06,91.62822133
RamDA_mESC_24h_H07,95.25359117
RamDA_mESC_24h_H08,90.9156302
RamDA_mESC_24h_H09,103.7511378
RamDA_mESC_24h_H10,92.23033929
RamDA_mESC_24h_H11,95.17673387
RamDA_mESC_24h_H12,97.48208892
RamDA_mESC_48h_A04,127.4672528
RamDA_mESC_48h_A05,135.3777123
RamDA_mESC_48h_A06,123.539441
RamDA_mESC_48h_A07,116.0925058
RamDA_mESC_48h_A08,143.4972839
RamDA_mESC_48h_B01,138.4572384
RamDA_mESC_48h_B02,120.7589111
RamDA_mESC_48h_B03,136.851116
RamDA_mESC_48h_B04,123.4234429
RamDA_mESC_48h_B05,125.3142131
RamDA_mESC_48h_B06,129.6229107
RamDA_mESC_48h_B07,118.9790309
RamDA_mESC_48h_B08,104.451983
RamDA_mESC_48h_B09,129.8884686
RamDA_mESC_48h_B10,125.0252671
RamDA_mESC_48h_B11,118.0175734
RamDA_mESC_48h_C01,119.4450016
RamDA_mESC_48h_C02,123.5082024
RamDA_mESC_48h_C03,122.6639762
RamDA_mESC_48h_C04,131.9251826
RamDA_mESC_48h_C05,89.8682244
RamDA_mESC_48h_C06,0
RamDA_mESC_48h_C07,108.6574754
RamDA_mESC_48h_C08,115.784597
RamDA_mESC_48h_C09,120.3083108
RamDA_mESC_48h_C10,113.1432662
RamDA_mESC_48h_C11,127.1940031
RamDA_mESC_48h_C12,115.9568997
RamDA_mESC_48h_D01,130.892611
RamDA_mESC_48h_D02,134.6572081
RamDA_mESC_48h_D03,128.1954779
RamDA_mESC_48h_D04,118.1764749
RamDA_mESC_48h_D05,120.164292
RamDA_mESC_48h_D06,125.1718807
RamDA_mESC_48h_D07,124.5027844
RamDA_mESC_48h_D08,126.6459473
RamDA_mESC_48h_D10,124.4326394
RamDA_mESC_48h_D11,113.3664118
RamDA_mESC_48h_D12,106.4831486
RamDA_mESC_48h_E02,103.0532962
RamDA_mESC_48h_E05,116.0228239
RamDA_mESC_48h_E06,118.3893603
RamDA_mESC_48h_E07,118.6912129
RamDA_mESC_48h_E08,112.7637529
RamDA_mESC_48h_E10,117.4900852
RamDA_mESC_48h_E11,131.3468686
RamDA_mESC_48h_E12,123.8197289
RamDA_mESC_48h_F01,122.8890045
RamDA_mESC_48h_F02,118.7961474
RamDA_mESC_48h_F03,120.112526
RamDA_mESC_48h_F04,123.7915544
RamDA_mESC_48h_F05,123.1350477
RamDA_mESC_48h_F06,121.2824297
RamDA_mESC_48h_F07,117.6991842
RamDA_mESC_48h_F08,121.0754639
RamDA_mESC_48h_F09,112.7891691
RamDA_mESC_48h_F10,127.6469725
RamDA_mESC_48h_F11,121.8215705
RamDA_mESC_48h_F12,125.670915
RamDA_mESC_48h_G01,125.6239087
RamDA_mESC_48h_G03,106.5051872
RamDA_mESC_48h_G04,122.2165554
RamDA_mESC_48h_G05,125.5194009
RamDA_mESC_48h_G06,120.933498
RamDA_mESC_48h_G07,142.1161552
RamDA_mESC_48h_G08,120.513251
RamDA_mESC_48h_G09,118.8475054
RamDA_mESC_48h_G10,128.7146621
RamDA_mESC_48h_G11,135.8751216
RamDA_mESC_48h_G12,129.4358556
RamDA_mESC_48h_H01,126.1914584
RamDA_mESC_48h_H02,116.1185225
RamDA_mESC_48h_H03,123.2086692
RamDA_mESC_48h_H04,126.5936505
RamDA_mESC_48h_H05,120.6155415
RamDA_mESC_48h_H06,138.1118389
RamDA_mESC_48h_H07,130.0213035
RamDA_mESC_48h_H08,125.2811121
RamDA_mESC_48h_H09,121.2217906
RamDA_mESC_48h_H10,117.8183214
RamDA_mESC_48h_H11,122.1524597
RamDA_mESC_48h_H12,121.9582694
RamDA_mESC_72h_A04,141.9536034
RamDA_mESC_72h_A05,142.0797196
RamDA_mESC_72h_A06,135.7709305
RamDA_mESC_72h_A07,134.6520978
RamDA_mESC_72h_A08,141.347725
RamDA_mESC_72h_A09,131.8403724
RamDA_mESC_72h_A11,142.7704257
RamDA_mESC_72h_B01,140.1064211
RamDA_mESC_72h_B02,148.9583338
RamDA_mESC_72h_B03,142.4706598
RamDA_mESC_72h_B04,145.4013231
RamDA_mESC_72h_B05,136.2935329
RamDA_mESC_72h_B06,141.699594
RamDA_mESC_72h_B07,136.5855342
RamDA_mESC_72h_B08,128.3731405
RamDA_mESC_72h_B09,144.8952863
RamDA_mESC_72h_B10,125.1251041
RamDA_mESC_72h_B11,150.5436816
RamDA_mESC_72h_B12,158.7888758
RamDA_mESC_72h_C01,142.6181193
RamDA_mESC_72h_C02,140.6248368
RamDA_mESC_72h_C03,147.00902
RamDA_mESC_72h_C04,143.2396071
RamDA_mESC_72h_C05,128.2713664
RamDA_mESC_72h_C06,134.4952301
RamDA_mESC_72h_C07,136.6699933
RamDA_mESC_72h_C08,147.1577697
RamDA_mESC_72h_C09,133.8676037
RamDA_mESC_72h_C10,135.6754762
RamDA_mESC_72h_C11,150.2287887
RamDA_mESC_72h_C12,139.5814047
RamDA_mESC_72h_D01,137.9955696
RamDA_mESC_72h_D02,140.1553839
RamDA_mESC_72h_D03,149.6972593
RamDA_mESC_72h_D04,138.430157
RamDA_mESC_72h_D05,146.4557702
RamDA_mESC_72h_D06,142.6376774
RamDA_mESC_72h_D07,142.975083
RamDA_mESC_72h_D08,128.1764547
RamDA_mESC_72h_D09,158.7434894
RamDA_mESC_72h_D10,125.236384
RamDA_mESC_72h_D11,134.1428079
RamDA_mESC_72h_D12,144.368545
RamDA_mESC_72h_E01,156.2154999
RamDA_mESC_72h_E02,145.121279
RamDA_mESC_72h_E03,147.5956656
RamDA_mESC_72h_E04,145.4209274
RamDA_mESC_72h_E05,134.5506623
RamDA_mESC_72h_E06,140.4537708
RamDA_mESC_72h_E07,143.7435573
RamDA_mESC_72h_E08,127.3987672
RamDA_mESC_72h_E09,139.4279411
RamDA_mESC_72h_E10,136.9548286
RamDA_mESC_72h_E11,146.5341768
RamDA_mESC_72h_E12,132.6394369
RamDA_mESC_72h_F01,142.3683335
RamDA_mESC_72h_F02,140.3763191
RamDA_mESC_72h_F03,141.8888022
RamDA_mESC_72h_F04,141.8154261
RamDA_mESC_72h_F05,135.2897105
RamDA_mESC_72h_F06,131.1619368
RamDA_mESC_72h_F07,138.9609114
RamDA_mESC_72h_F08,148.3188785
RamDA_mESC_72h_F09,136.8778838
RamDA_mESC_72h_F10,141.4681183
RamDA_mESC_72h_F11,136.7839173
RamDA_mESC_72h_F12,142.6882144
RamDA_mESC_72h_G01,143.5429078
RamDA_mESC_72h_G02,139.4826209
RamDA_mESC_72h_G03,141.2471031
RamDA_mESC_72h_G04,151.2512286
RamDA_mESC_72h_G05,143.9345329
RamDA_mESC_72h_G06,144.7900592
RamDA_mESC_72h_G07,141.4393173
RamDA_mESC_72h_G08,151.451615
RamDA_mESC_72h_G09,138.7976458
RamDA_mESC_72h_G10,137.5790448
RamDA_mESC_72h_G11,137.9319444
RamDA_mESC_72h_G12,136.3045115
RamDA_mESC_72h_H01,144.4439307
RamDA_mESC_72h_H02,140.8280318
RamDA_mESC_72h_H03,141.2573892
RamDA_mESC_72h_H04,138.9393991
RamDA_mESC_72h_H05,140.1757989
RamDA_mESC_72h_H06,141.4306052
RamDA_mESC_72h_H07,138.8198391
RamDA_mESC_72h_H08,145.9081896
RamDA_mESC_72h_H09,143.4048956
RamDA_mESC_72h_H10,136.764419
RamDA_mESC_72h_H11,142.3991097
RamDA_mESC_72h_H12,138.3343182